id,TmStamp,H,u,u_e,u_n
series_1,2023-11-02 08:00:00,4.263123496,8.243493588579746,3.0291626890504313,-7.6667698510011455
series_1,2023-11-02 09:00:00,4.311351844,8.055423118911367,1.5337235113432404,-7.908067641051427
series_1,2023-11-02 10:00:00,4.236220608,7.963389916442339,2.146017273137299,-7.668780139284988
series_1,2023-11-02 11:00:00,4.235892524,6.873003697035861,0.6372023314096984,-6.8434021515847405
series_1,2023-11-02 12:00:00,3.766732404,5.6528784454463405,1.7529242276263923,-5.37422472280349
series_1,2023-11-02 13:00:00,3.670603792,5.592671720039809,1.3516461507044721,-5.4268802871833115
series_1,2023-11-02 14:00:00,3.240157584,4.052433534362334,1.8983160518827438,-3.5803091650845884
series_1,2023-11-02 15:00:00,3.297572284,3.5388323626856466,1.9369354827455283,-2.9616913118812063
series_1,2023-11-02 16:00:00,3.145013224,3.3953252870026995,2.1161810927196374,-2.655185753836421
series_1,2023-11-02 17:00:00,3.172900364,3.4915975355462,3.349024117549687,-0.9875681294487177
series_1,2023-11-02 18:00:00,3.388123468,4.4859099136193405,4.162258165680234,1.6730196398537847
series_1,2023-11-02 19:00:00,2.441929212,5.91181151346315,5.797747139025992,1.15570042945021
series_1,2023-11-02 20:00:00,2.219160176,6.799780794245946,6.665827033694268,1.3430446033794612
series_1,2023-11-02 21:00:00,2.3169292080000004,7.190044622551875,7.145788907394285,0.7965190300601357
series_1,2023-11-02 22:00:00,2.438320288,7.747604486605164,7.155890307596602,2.9696143161207793
series_1,2023-11-02 23:00:00,2.550525016,6.938530293248504,6.510695054571097,2.39876062513762
series_1,2023-11-03 00:00:00,2.461614252,7.061697344734869,5.948597346131744,3.805490638830934
series_1,2023-11-03 01:00:00,2.319881964,6.680231300700099,4.967358039775085,4.466636803629231
series_1,2023-11-03 02:00:00,2.52788722,6.629564457190122,6.378151450948632,1.808399557841248
series_1,2023-11-03 03:00:00,2.922900356,6.623926485952157,5.823882885883171,3.155755095506557
series_1,2023-11-03 04:00:00,3.058727132,6.390401404988444,5.274221098280572,3.608299034632573
series_1,2023-11-03 05:00:00,3.196850496,6.213375513188038,5.357069026717921,3.147673221740817
series_1,2023-11-03 06:00:00,2.663713996,4.485056343115654,3.788072806372295,2.4012985683885066
series_1,2023-11-03 07:00:00,2.5918636,3.510355217660356,2.4302884858210136,2.5330399976788938
series_1,2023-11-03 08:00:00,2.329724484,3.3608857541173247,2.6932967848676075,2.0103993336774133
series_1,2023-11-03 09:00:00,2.47375336,3.8942720799441677,2.97477519455326,2.513178778858219
series_1,2023-11-03 10:00:00,2.1161418,4.632829806884004,2.423193701434994,3.9485749714142004
series_1,2023-11-03 11:00:00,2.138451512,5.983797040340264,4.185525809144724,4.27635367117458
series_1,2023-11-03 12:00:00,2.1407481,6.5147946671547805,4.7480348869625235,4.460797492307305
series_1,2023-11-03 13:00:00,2.507546012,6.979624327756744,5.320173956755779,4.517842939553271
