"TimeStamp_1","YYYY","MM","DD","hh","mm","WDIR","WSPD","rWSPD","rWSPD_T","Fetch"
"2004-11-01",2004,11,1,0,0,270,3.6,NA,NA,16093.4
"2004-11-01 01:00:00",2004,11,1,1,0,100,5.1,3.6,4.38474,16093.4
"2004-11-01 02:00:00",2004,11,1,2,0,20,4.6,5.1,6.87748,16093.4
"2004-11-01 03:00:00",2004,11,1,3,0,50,2.6,4.6,6.56483,16093.4
"2004-11-01 04:00:00",2004,11,1,4,0,20,3.6,2.6,5.31423,16093.4
"2004-11-01 05:00:00",2004,11,1,5,0,10,1.5,3.6,5.93953,16093.4
"2004-11-01 06:00:00",2004,11,1,6,0,290,5.2,1.5,5.7739,16093.4
"2004-11-01 07:00:00",2004,11,1,7,0,300,2.76866798799017,5.2,8.21664,16093.4
"2004-11-01 08:00:00",2004,11,1,8,0,300,4.00838794959878,2.76866798799017,6.61147460567111,16093.4
"2004-11-01 09:00:00",2004,11,1,9,0,300,4.98235827367002,4.00838794959878,7.42993772432511,16093.4
"2004-11-01 10:00:00",2004,11,1,10,0,310,1.54065911552337,4.98235827367002,6.80391862852586,16093.4
"2004-11-01 11:00:00",2004,11,1,11,0,320,4.30724217039857,1.54065911552337,4.65182414493676,16093.4
"2004-11-01 12:00:00",2004,11,1,12,0,320,3.6,4.30724217039857,6.38176852915023,16093.4
"2004-11-01 13:00:00",2004,11,1,13,0,320,4.43445541156834,3.6,5.93953,16093.4
"2004-11-01 14:00:00",2004,11,1,14,0,320,5.32555121498587,4.43445541156834,6.46131496885368,16093.4
"2004-11-01 15:00:00",2004,11,1,15,0,320,8.41273881509727,5.32555121498587,7.01851717473066,16093.4
"2004-11-01 16:00:00",2004,11,1,16,0,310,3.92383814574132,8.41273881509727,8.94893558108032,16093.4
"2004-11-01 17:00:00",2004,11,1,17,0,310,10.2853281877343,3.92383814574132,6.14202599253204,16093.4
"2004-11-01 18:00:00",2004,11,1,18,0,310,8.2,10.2853281877343,10.1198657157902,16093.4
"2004-11-01 19:00:00",2004,11,1,19,0,320,5.75733072824514,8.2,8.81591,16093.4
"2004-11-01 20:00:00",2004,11,1,20,0,330,4.12105425964255,5.75733072824514,7.28850890437169,16093.4
"2004-11-01 21:00:00",2004,11,1,21,0,340,4.2879586959417,4.12105425964255,6.26534522855449,16093.4
"2004-11-01 22:00:00",2004,11,1,22,0,340,5.70188394186895,4.2879586959417,6.36971057257234,16093.4
